# Frequency (Hz), Power (W m^-2 Hz^-1)
1.892629154040404062e+14,2.084292948557098011e-12
1.893824750473783750e+14,2.069207564754681528e-12
1.895021858407079688e+14,2.019844247716198388e-12
1.896220480708412188e+14,2.073570578950322131e-12
1.897420620253164375e+14,2.037140293902924520e-12
1.898622279924002500e+14,1.968695321614795261e-12
1.899825462610899688e+14,1.953245112790663097e-12
1.901030171211160312e+14,1.791994388931558864e-12
1.902236408629441562e+14,2.044568583776714290e-12
1.903444177777777500e+14,1.983722477434706540e-12
1.904653481575603438e+14,1.995335653840898236e-12
1.905864322949777500e+14,1.931890458131538445e-12
1.907076704834605312e+14,1.959769101329427600e-12
1.908290630171865000e+14,1.935213453134968642e-12
1.909506101910828125e+14,1.987673669228863307e-12
1.910723123008285312e+14,2.090003911039016494e-12
1.911941696428571250e+14,2.109483572398609524e-12
1.913161825143586250e+14,2.154790852410303771e-12
1.914383512132822188e+14,2.146888005434747079e-12
1.915606760383386562e+14,2.183606827093695920e-12
1.916831572890025312e+14,2.142958024114136072e-12
1.918057952655150312e+14,2.173058480443827436e-12
1.919285902688860312e+14,2.177521959675183173e-12
1.920515426008968438e+14,2.194729676688531391e-12
1.921746525641025625e+14,2.156688171254795917e-12
1.922979204618345000e+14,2.173381381328812747e-12
1.924213465982028125e+14,2.173832827775807557e-12
1.925449312780989062e+14,2.188348128424231870e-12
1.926686748071979375e+14,2.124806227113292128e-12
1.927925774919614062e+14,2.158290819143956029e-12
1.929166396396396250e+14,2.132558190773431683e-12
1.930408615582743125e+14,2.182750100671311816e-12
1.931652435567010000e+14,2.183957280473013823e-12
1.932897859445519062e+14,2.171193774928120023e-12
1.934144890322580312e+14,2.162945506787899859e-12
1.935393531310522812e+14,2.188327971279384285e-12
1.936643785529715625e+14,2.132188702358883718e-12
1.937895656108597188e+14,2.180046323280087624e-12
1.939149146183699688e+14,2.190941634562401430e-12
1.940404258899676250e+14,2.205943674039992569e-12
1.941660997409326250e+14,2.163726832647671590e-12
1.942919364873622812e+14,2.160766152162507090e-12
1.944179364461738125e+14,2.135679184697834777e-12
1.945440999351070625e+14,2.131088221839123306e-12
1.946704272727272500e+14,2.095651639108279831e-12
1.947969187784275625e+14,2.156451203819143023e-12
1.949235747724317188e+14,2.146311755714682043e-12
1.950503955757970000e+14,2.154080840285848706e-12
1.951773815104166562e+14,2.161352082579742579e-12
1.953045328990227812e+14,2.097391667871778715e-12
1.954318500651890312e+14,2.110829324198676675e-12
1.955593333333333125e+14,2.172515178684048542e-12
1.956869830287206250e+14,2.179467808226182898e-12
1.958147994774657188e+14,2.108914296069449175e-12
1.959427830065359375e+14,1.992860334064841948e-12
1.960709339437540625e+14,2.124541111838110903e-12
1.961992526178010312e+14,2.175032954031151583e-12
1.963277393582187188e+14,2.039341976374869499e-12
1.964563944954128438e+14,2.077451849038844054e-12
1.965852183606557500e+14,2.007938355140341333e-12
1.967142112860892188e+14,2.133523334466272986e-12
1.968433736047275000e+14,2.166701942715316767e-12
1.969727056504599062e+14,2.038217217325727850e-12
1.971022077580539062e+14,2.122508188815077197e-12
1.972318802631578750e+14,2.038412854268669211e-12
1.973617235023041250e+14,1.880800508897392270e-12
1.974917378129117188e+14,1.937817673985648153e-12
1.976219235332893750e+14,1.913618303266322080e-12
1.977522810026385000e+14,1.968899059095076288e-12
1.978828105610560938e+14,2.034441237511052101e-12
1.980135125495376562e+14,1.725765760124625869e-12
1.981443873099801562e+14,1.850852678588732644e-12
1.982754351851851875e+14,1.987881956389976818e-12
1.984066565188616875e+14,2.016172980375643622e-12
1.985380516556291250e+14,2.057465541711526642e-12
1.986696209410205312e+14,1.419603554202821448e-12
1.988013647214854062e+14,1.843418733636054286e-12
1.989332833443928125e+14,1.932788588897723875e-12
1.990653771580345312e+14,1.949818625123651263e-12
1.991976465116279062e+14,1.390328173299142733e-12
1.993300917553191250e+14,1.209431841811044096e-12
1.994627132401862812e+14,1.393492475284351583e-12
1.995955113182423125e+14,1.757590226769481214e-12
1.997284863424383438e+14,1.995436541368896843e-12
1.998616386666666562e+14,1.880876202696200242e-12
1.999949686457638125e+14,1.630878077626623090e-12
2.001284766355140000e+14,1.419791150049545422e-12
2.002621629926519688e+14,1.708083518565366804e-12
2.003960280748662812e+14,1.258038507159510029e-12
2.005300722408026562e+14,1.360805124890767072e-12
2.006642958500669375e+14,1.516378281003986938e-12
2.007986992632283750e+14,1.350028715298768751e-12
2.009332828418230312e+14,1.220801832980068300e-12
2.010680469483568125e+14,1.466617816582963922e-12
2.012029919463087188e+14,1.294325683136431562e-12
2.013381182001343125e+14,1.403151934295825668e-12
2.014734260752687812e+14,6.955748096905096101e-13
2.016089159381304375e+14,4.471792459201893048e-13
2.017445881561238125e+14,9.089334275380603297e-13
2.018804430976430625e+14,9.197005274562313520e-13
2.020164811320754688e+14,1.009845725738704336e-12
2.021527026298044375e+14,1.090061953826737056e-12
2.022891079622131875e+14,4.285064127930798328e-13
2.024256975016880312e+14,8.434921658035841862e-13
2.025624716216216250e+14,4.430374455917766401e-13
2.026994306964164688e+14,8.756550987350059022e-13
2.028365751014885000e+14,4.625568142878364678e-13
2.029739052132701562e+14,5.074547483913020721e-13
2.031114214092140625e+14,4.998061029540644593e-13
2.032491240677965938e+14,1.339879083115560284e-12
2.033870135685210312e+14,7.054417265026727972e-13
2.035250902919212188e+14,5.080535960047402588e-13
2.036633546195652188e+14,3.380427084126312369e-13
2.038018069340584375e+14,1.288232346658967875e-13
2.039404476190475938e+14,3.580783549931733613e-13
2.040792770592239688e+14,6.827116746379256012e-13
2.042182956403269375e+14,5.530888192257326978e-13
2.043575037491479062e+14,2.588171074203608522e-13
2.044969017735334062e+14,4.673850858916538087e-13
2.046364901023890625e+14,6.685322589903179714e-13
2.047762691256830625e+14,1.085544535746793147e-12
2.049162392344497500e+14,3.086049950762938137e-13
2.050564008207934062e+14,9.311447935091150993e-13
2.051967542778918438e+14,6.427647282440975319e-13
2.053373000000000000e+14,6.073648577243394055e-13
2.054780383824537188e+14,1.157881065406922615e-12
2.056189698216735312e+14,9.673958593047726795e-13
2.057600947151681250e+14,8.284842609349435412e-13
2.059014134615384375e+14,6.258777044484555998e-13
2.060429264604810938e+14,4.671271741932881037e-13
2.061846341127922812e+14,9.702753110620283968e-13
2.063265368203716250e+14,5.773083571101713573e-13
2.064686349862259062e+14,4.385565488241868204e-13
2.066109290144727500e+14,7.915467530207182313e-14
2.067534193103448125e+14,1.922454300034459626e-13
2.068961062801932188e+14,7.152689949591728268e-13
2.070389903314916875e+14,8.091187062484409079e-13
2.071820718728403438e+14,2.529326235918850657e-13
2.073253513139695625e+14,1.610771176238196313e-13
2.074688290657439375e+14,3.465108244150691823e-13
2.076125055401661875e+14,4.297727815954596695e-13
2.077563811503811562e+14,3.129911516553227717e-13
2.079004563106795938e+14,2.518951373619946155e-13
2.080447314365024062e+14,2.202593628956469878e-13
2.081892069444444062e+14,2.739116058750218318e-13
2.083338832522585000e+14,3.525356502430758314e-13
2.084787607788595312e+14,9.148267156207111693e-14
2.086238399443284375e+14,2.058132954098532283e-13
2.087691211699164062e+14,2.637939734161025091e-13
2.089146048780487812e+14,1.471029754857942527e-13
2.090602914923291250e+14,1.437839189136639593e-13
2.092061814375435938e+14,2.454522215698969246e-13
2.093522751396648125e+14,1.723306229938579645e-14
2.094985730258560312e+14,3.425953454639610042e-13
2.096450755244755000e+14,4.201836355069346809e-13
2.097917830650804688e+14,2.589738225502657842e-13
2.099386960784313438e+14,3.100889222236538924e-14
2.100858149964961250e+14,3.365393422739141427e-13
2.102331402524544062e+14,1.885116302425459945e-13
2.103806722807017500e+14,1.750933182248367277e-13
2.105284115168539375e+14,1.148177570230936096e-13
2.106763583977511875e+14,6.227454992947156633e-14
2.108245133614627188e+14,3.123854382487501038e-13
2.109728768472906250e+14,6.172176203211891920e-14
2.111214492957746250e+14,5.563601443235775041e-14
2.112702311486962500e+14,1.440155474558336325e-14
2.114192228490832188e+14,9.094093593241761462e-14
2.115684248412138125e+14,7.875704048231928876e-14
2.117178375706214688e+14,2.378639446626772442e-13
2.118674614840989375e+14,1.226610722475213098e-15
2.120172970297029375e+14,2.426146013586506524e-15
2.121673446567586562e+14,1.555271809306156985e-13
2.123176048158640312e+14,1.755443314854838567e-14
2.124680779588943750e+14,1.404039716769659602e-14
2.126187645390070938e+14,3.093834645433275124e-15
2.127696650106458125e+14,4.100390485440432351e-15
2.129207798295454375e+14,1.090647142030504506e-14
2.130721094527363125e+14,1.152755236857893147e-15
2.132236543385490625e+14,1.348344211114210341e-14
2.133754149466191875e+14,2.399705702402961316e-18
2.135273917378917188e+14,4.858597632632907025e-15
2.136795851746257812e+14,1.562685549614460651e-14
2.138319957203994062e+14,1.203323474268322205e-14
2.139846238401141875e+14,6.892891524309128046e-20
2.141374699999999688e+14,2.122580415281828412e-20
2.142905346676197188e+14,5.302855498319441069e-15
2.144438183118740938e+14,8.281979000285592015e-15
2.145973214030064062e+14,3.193545406435809022e-16
2.147510444126074375e+14,4.109322971693971261e-20
2.149049878136200625e+14,4.357959345328160923e-18
2.150591520803443125e+14,4.895548177399447229e-16
2.152135376884422188e+14,7.499202035963158230e-16
2.153681451149425000e+14,1.537114227469992295e-16
2.155229748382458438e+14,2.219166844550839466e-15
2.156780273381295000e+14,3.179086940205813724e-15
2.158333030957523125e+14,3.738909651222780858e-15
2.159888025936599375e+14,2.587340423620663728e-17
2.161445263157894688e+14,1.276726848945612967e-15
2.163004747474747188e+14,1.615714900339487914e-17
2.164566483754512500e+14,1.337224576710332333e-17
2.166130476878612812e+14,3.941478914189362048e-18
2.167696731742588438e+14,2.808303860432674053e-19
2.169265253256150312e+14,1.635517092561415230e-17
2.170836046343229688e+14,1.508718083761799870e-17
2.172409115942028750e+14,5.182728205924381130e-16
2.173984467005075938e+14,3.308862463911618016e-16
2.175562104499274062e+14,7.023767314386542940e-15
2.177142033405954688e+14,7.760536400818997303e-16
2.178724258720930312e+14,1.626146487247520776e-15
2.180308785454545312e+14,2.039000177249289126e-15
2.181895618631731875e+14,1.128283030122125639e-15
2.183484763292061250e+14,2.791985271657500693e-16
2.185076224489795625e+14,1.726587639239410611e-17
2.186670007293945938e+14,1.237095716764162386e-19
2.188266116788321250e+14,1.828114034810041692e-18
2.189864558071585000e+14,3.229977065900704136e-18
2.191465336257309688e+14,9.244992227256098288e-25
2.193068456474030625e+14,3.101927247149093494e-17
2.194673923865300000e+14,7.961322094367031005e-17
2.196281743589743438e+14,5.641027630521647077e-23
2.197891920821114375e+14,8.433260900779565380e-18
2.199504460748349062e+14,1.955911877776458730e-17
2.201119368575624062e+14,1.118499630300906363e-22
2.202736649522409688e+14,2.973982977683849305e-20
2.204356308823529375e+14,1.320541506084185666e-17
2.205978351729212500e+14,4.524233019864696492e-18
2.207602783505154375e+14,2.580418199579924452e-17
2.209229609432571562e+14,4.409392377509377006e-16
2.210858834808259688e+14,2.948307642882730372e-16
2.212490464944649062e+14,2.206837533251087455e-17
2.214124505169866875e+14,1.773982714535133724e-15
2.215760960827790000e+14,5.867866177740869932e-16
2.217399837278106250e+14,9.245841753630775760e-15
2.219041139896372812e+14,2.818721873850476459e-14
2.220684874074074062e+14,9.741927030065580077e-14
2.222331045218680312e+14,9.808840607657983816e-14
2.223979658753709062e+14,2.876103104101438606e-14
2.225630720118782500e+14,3.638532316613515133e-13
2.227284234769687812e+14,3.516316183511194758e-13
2.228940208178438750e+14,6.579754784891885843e-13
2.230598645833333125e+14,4.557829360737287619e-13
2.232259553239016875e+14,7.647351301612799102e-13
2.233922935916542500e+14,1.069191582931682737e-12
2.235588799403430000e+14,1.022070740652188544e-12
2.237257149253731250e+14,1.008088855924454492e-12
2.238927991038088125e+14,1.057419403159235009e-12
2.240601330343796562e+14,1.063185658126196235e-12
2.242277172774869062e+14,9.811007429012775071e-13
2.243955523952095938e+14,1.092398121903386771e-12
2.245636389513108438e+14,1.374273909352316242e-12
2.247319775112443750e+14,1.004661207988094251e-12
2.249005686421605312e+14,1.203431016800295952e-12
2.250694129129129062e+14,8.628106213399137967e-13
2.252385108940645938e+14,8.556653976932269242e-13
2.254078631578947188e+14,1.352552194625256630e-12
2.255774702784048125e+14,1.046279620516670827e-12
2.257473328313252812e+14,1.379489166468624093e-12
2.259174513941220625e+14,1.563906408379359890e-12
2.260878265460030000e+14,1.645184819025701175e-12
2.262584588679245312e+14,1.887080828430980537e-12
2.264293489425981562e+14,1.534857392042864909e-12
2.266004973544973438e+14,1.359137219889634571e-12
2.267719046898638438e+14,1.761544228974566089e-12
2.269435715367145938e+14,1.738449154247903280e-12
2.271154984848484688e+14,1.503686020013218645e-12
2.272876861258529062e+14,1.558454204174809723e-12
2.274601350531107500e+14,1.931164948519152482e-12
2.276328458618071250e+14,1.806100909750038124e-12
2.278058191489361875e+14,1.872796935538651881e-12
2.279790555133079688e+14,1.648573151396624098e-12
2.281525555555555625e+14,1.660580216064007735e-12
2.283263198781416250e+14,1.802909801286595962e-12
2.285003490853658438e+14,1.914139045085650528e-12
2.286746437833714688e+14,1.912884842686736460e-12
2.288492045801526562e+14,1.723813725827619075e-12
2.290240320855614688e+14,2.195517061773449301e-12
2.291991269113149688e+14,1.980041050398939670e-12
2.293744896710022812e+14,1.743278341778698215e-12
2.295501209800918750e+14,2.187740863981308234e-12
2.297260214559386875e+14,2.180358571595553807e-12
2.299021917177913750e+14,1.705109799393286121e-12
2.300786323867996875e+14,1.960684594306905515e-12
2.302553440860215000e+14,2.215525646212220689e-12
2.304323274404304062e+14,2.045399988948354621e-12
2.306095830769230625e+14,1.990619790708677754e-12
2.307871116243263750e+14,2.299380915446512626e-12
2.309649137134052188e+14,2.202045894430073069e-12
2.311429899768696875e+14,2.083455353970245839e-12
2.313213410493826875e+14,2.182603289906647145e-12
2.314999675675675625e+14,2.266334226793657262e-12
2.316788701700154375e+14,2.257641103032685949e-12
2.318580494972930938e+14,2.300774164005153756e-12
2.320375061919504375e+14,2.205956133559571080e-12
2.322172408985282812e+14,2.323071525234967547e-12
2.323972542635658750e+14,2.291664338667252446e-12
2.325775469356090000e+14,2.268770338978974326e-12
2.327581195652174062e+14,2.323520747676714018e-12
2.329389728049727812e+14,2.332290313887750301e-12
2.331201073094867812e+14,2.356304852205454495e-12
2.333015237354085625e+14,2.335291862979421547e-12
2.334832227414330000e+14,2.314005750204697033e-12
2.336652049883086562e+14,2.236552036175639978e-12
2.338474711388455312e+14,2.045136933364748177e-12
2.340300218579234688e+14,2.262536001989750534e-12
2.342128578125000000e+14,2.306496769842022064e-12
2.343959796716184375e+14,2.316644853553987646e-12
2.345793881064162500e+14,2.329749192422979733e-12
2.347630837901331250e+14,2.284655497537566427e-12
2.349470673981190938e+14,2.264351225540170791e-12
2.351313396078431250e+14,2.235859970333209868e-12
2.353159010989010938e+14,2.198841461982342441e-12
2.355007525530243125e+14,2.195985551611175846e-12
2.356858946540880312e+14,2.206245226355894715e-12
2.358713280881195938e+14,2.199867844073649120e-12
2.360570535433070625e+14,2.084448622119773750e-12
2.362430717100078750e+14,1.324203405143701163e-12
2.364293832807570625e+14,1.987090916876902103e-12
2.366159889502762188e+14,2.078789105428396354e-12
2.368028894154818125e+14,2.059737620617527754e-12
2.369900853754940312e+14,2.112157979971598023e-12
2.371775775316455625e+14,1.979743299879812525e-12
2.373653665874900938e+14,2.129375389790493129e-12
2.375534532488113750e+14,2.101992343916804477e-12
2.377418382236320312e+14,2.182413763924641636e-12
2.379305222222222188e+14,2.282960567340223241e-12
2.381195059571087812e+14,2.258982303183891938e-12
2.383087901430842500e+14,2.348883898340097931e-12
2.384983754972155938e+14,2.294343677851962643e-12
2.386882627388534688e+14,2.316531502870563186e-12
2.388784525896414375e+14,2.367850653200888698e-12
2.390689457735247188e+14,2.326994073613419811e-12
2.392597430167597500e+14,2.344755882984888593e-12
2.394508450479233125e+14,2.357955512276429818e-12
2.396422525979216250e+14,2.362594967549184342e-12
2.398339663999999688e+14,2.382116714223678872e-12
2.400259871897517812e+14,2.391888256441728816e-12
2.402183157051281875e+14,2.382552713851127366e-12
2.404109526864474688e+14,2.372822925185129375e-12
2.406038988764045000e+14,2.379324286403495413e-12
2.407971550200802812e+14,2.360512730944019275e-12
2.409907218649517500e+14,2.350166494448636490e-12
2.411846001609010312e+14,2.358037037275967970e-12
2.413787906602254062e+14,2.379611474682262719e-12
2.415732941176470625e+14,2.373212536153927932e-12
2.417681112903225938e+14,2.363234741549101733e-12
2.419632429378530938e+14,2.369409803898402448e-12
2.421586898222940000e+14,2.392426472182966671e-12
2.423544527081649062e+14,2.365186294679901685e-12
2.425505323624595312e+14,2.390359131983233845e-12
2.427469295546558750e+14,2.365938885627335873e-12
2.429436450567260625e+14,2.388115317297275409e-12
2.431406796431467812e+14,2.302144630102736206e-12
2.433380340909090938e+14,2.360989568056444976e-12
2.435357091795288125e+14,2.385970139482294979e-12
2.437337056910569062e+14,2.321537345012194920e-12
2.439320244100895000e+14,2.353938936015528422e-12
2.441306661237784688e+14,2.346940878412625902e-12
2.443296316218418750e+14,2.174685389050047670e-12
2.445289216965742188e+14,2.347374437418302243e-12
2.447285371428571250e+14,2.314364342681363154e-12
2.449284787581699375e+14,2.239224784233898113e-12
2.451287473426001562e+14,2.215510770921395513e-12
2.453293436988543125e+14,2.248400340878488940e-12
2.455302686322686250e+14,2.313944888199956082e-12
2.457315229508196250e+14,2.274111979161264367e-12
2.459331074651353438e+14,2.213780713022474307e-12
2.461350229885057500e+14,2.273045555268771895e-12
2.463372703368939688e+14,2.249256717191998828e-12
2.465398503289473438e+14,2.300408632694822913e-12
2.467427637860082188e+14,2.106554178224190218e-12
2.469460115321251875e+14,2.133911686730958620e-12
2.471495943940642812e+14,2.304581083357341039e-12
2.473535132013201250e+14,2.081905663417323389e-12
2.475577687861271250e+14,2.065899698917709839e-12
2.477623619834710625e+14,2.214079635052060341e-12
2.479672936311000938e+14,2.019881383006639868e-12
2.481725645695364062e+14,2.109901555428723163e-12
2.483781756420878125e+14,2.088915496132995034e-12
2.485841276948590312e+14,2.332880885749300667e-12
2.487904215767634688e+14,2.116193206568259079e-12
2.489970581395348750e+14,1.752686892209943484e-12
2.492040382377389375e+14,2.095512872475264903e-12
2.494113627287853438e+14,2.106874098480489644e-12
2.496190324729392188e+14,2.102936922716047867e-12
2.498270483333333125e+14,2.153089521685032291e-12
2.500354111759799688e+14,1.749764595111995928e-12
2.502441218697829688e+14,2.077316166772947750e-12
2.504531812865496875e+14,2.280460352174703833e-12
2.506625903010033438e+14,2.057932774813167731e-12
2.508723497907949688e+14,2.129039730545856879e-12
2.510824606365158750e+14,2.229811666576349611e-12
2.512929237217099688e+14,2.156955364967854057e-12
2.515037399328859062e+14,2.243486002039450836e-12
2.517149101595297812e+14,2.113107243678559034e-12
2.519264352941176250e+14,2.184145936719996365e-12
2.521383162321278125e+14,1.960255059151622102e-12
2.523505538720538438e+14,1.577280152124441147e-12
2.525631491154170000e+14,2.141940547917319942e-12
2.527761028667790625e+14,2.238739713058425720e-12
2.529894160337552500e+14,1.908304535299550988e-12
2.532030895270270312e+14,1.963255665357665242e-12
2.534171242603550000e+14,2.047936190242651896e-12
2.536315211505921875e+14,1.506117056220273768e-12
2.538462811176968750e+14,2.117503308038523119e-12
2.540614050847457188e+14,2.046805180135652899e-12
2.542768939779474062e+14,2.242807362785624400e-12
2.544927487266553438e+14,1.666373608371428636e-12
2.547089702633814375e+14,2.182710524192040024e-12
2.549255595238095000e+14,2.199485375445969608e-12
2.551425174468085312e+14,2.083423826492659339e-12
2.553598449744463125e+14,1.548967419053617832e-12
2.555775430520034062e+14,2.094787568605211700e-12
2.557956126279863125e+14,2.083932380713860895e-12
2.560140546541417500e+14,2.050555430283706518e-12
2.562328700854700938e+14,2.094634071815108529e-12
2.564520598802395000e+14,1.928640776880384887e-12
2.566716249999999688e+14,1.909142547408581212e-12
2.568915664095972500e+14,1.862355104476977894e-12
2.571118850771869375e+14,1.700349401851864305e-12
2.573325819742489062e+14,1.759275862103242483e-12
2.575536580756013750e+14,1.816275192886940493e-12
2.577751143594152812e+14,2.114040028085030034e-12
2.579969518072289062e+14,1.576465292132199063e-12
2.582191714039620938e+14,1.562557604868098649e-12
2.584417741379310000e+14,1.285847851449285248e-12
2.586647610008628125e+14,1.509683300071544834e-12
2.588881329879101875e+14,1.394270860676555029e-12
2.591118910976663438e+14,1.404679107771284018e-12
2.593360363321799375e+14,1.252122167796495983e-12
2.595605696969696562e+14,1.393508268310072389e-12
2.597854922010398438e+14,6.329141731777656028e-13
2.600108048568950625e+14,1.055926734087486436e-12
2.602365086805555312e+14,1.096149965453767565e-12
2.604626046915725312e+14,8.988368993592228651e-13
2.606890939130434688e+14,5.366008907402200037e-13
2.609159773716274688e+14,9.623882083784777629e-13
2.611432560975609688e+14,1.191902271003762325e-12
2.613709311246730625e+14,2.596879144437982885e-13
2.615990034904013750e+14,6.905815297061277159e-13
2.618274742358078438e+14,6.386487914916125694e-13
2.620563444055944062e+14,4.944335169365734741e-13
2.622856150481189688e+14,1.358906739641862671e-12
2.625152872154115625e+14,9.778865936647412655e-13
2.627453619631901562e+14,8.397300273978207106e-13
2.629758403508771562e+14,1.109716389196155430e-12
2.632067234416154375e+14,1.291728021056487173e-12
2.634380123022846875e+14,8.781725081289404747e-13
2.636697080035180000e+14,1.241270574758755632e-12
2.639018116197183125e+14,5.542643269564839715e-13
2.641343242290748438e+14,6.644108088269521576e-14
2.643672469135802188e+14,1.790432080849745977e-13
2.646005807590467812e+14,6.564620134306380288e-13
2.648343268551236562e+14,1.000672847613798448e-12
2.650684862953138750e+14,1.261272528743868708e-12
2.653030601769911562e+14,3.005944218916941269e-13
2.655380496014171562e+14,4.503022831548351536e-13
2.657734556737588438e+14,4.211281059512178706e-13
2.660092795031055938e+14,6.662201797284706994e-13
2.662455222024866562e+14,2.181791209837574027e-13
2.664821848888888750e+14,6.091026312609905403e-13
2.667192686832739688e+14,4.580801402282109753e-13
2.669567747105965938e+14,5.391693473823147976e-13
2.671947040998217500e+14,3.430146278863359421e-13
2.674330579839428750e+14,7.790699533208405682e-13
2.676718374999999688e+14,5.937001123623998874e-13
2.679110437890974062e+14,4.726838737550896204e-13
2.681506779964221562e+14,9.069473246054778209e-13
2.683907412712622812e+14,3.313575780548822856e-13
2.686312347670250938e+14,8.365287833892072788e-13
2.688721596412555625e+14,1.036198951842878198e-12
2.691135170556552812e+14,1.241234196091751092e-12
2.693553081761006250e+14,1.109465790830535208e-12
2.695975341726618438e+14,1.705838450679103008e-12
2.698401962196219688e+14,1.365033620492213783e-12
2.700832954954954688e+14,1.968573802480381982e-12
2.703268331830477812e+14,1.693405773336699464e-12
2.705708104693140625e+14,1.702106000278366085e-12
2.708152285456187500e+14,1.974502257024758453e-12
2.710600886075949062e+14,1.623623463936508067e-12
2.713053918552036250e+14,2.062679979094070501e-12
2.715511394927535938e+14,1.901246302867299300e-12
2.717973327289210938e+14,1.892609117371458724e-12
2.720439727767695000e+14,1.899143931499437739e-12
2.722910608537692812e+14,2.009441508231671736e-12
2.725385981818181562e+14,1.960628709345316878e-12
2.727865859872611562e+14,2.045497501207985697e-12
2.730350255009107188e+14,2.022433491772498825e-12
2.732839179580674375e+14,2.322260470875488557e-12
2.735332645985401562e+14,2.016354686547851568e-12
2.737830666666666562e+14,2.082428460391755689e-12
2.740333254113345312e+14,2.154398918868066068e-12
2.742840420860017812e+14,2.034620518772357469e-12
2.745352179487179375e+14,2.311958679627624595e-12
2.747868542621448125e+14,2.335955450720511748e-12
2.750389522935779375e+14,2.202399678113316985e-12
2.752915133149678438e+14,2.291163655591362682e-12
2.755445386029411875e+14,2.342158415739731307e-12
2.757980294388224062e+14,2.234593159545061528e-12
2.760519871086555938e+14,2.179852448456191834e-12
2.763064129032258125e+14,2.329770392355901080e-12
2.765613081180811562e+14,2.267546694320109070e-12
2.768166740535549375e+14,2.340125002277408755e-12
2.770725120147874375e+14,2.301674732591171512e-12
2.773288233117483438e+14,2.264017214302303252e-12
2.775856092592592500e+14,2.323598841168979852e-12
2.778428711770157188e+14,2.348501716944461342e-12
2.781006103896103750e+14,2.338219894911432511e-12
2.783588282265552500e+14,2.338255927238836873e-12
2.786175260223047812e+14,2.373963940613877356e-12
2.788767051162790625e+14,2.284016514518187209e-12
2.791363668528864062e+14,2.391579884507968302e-12
2.793965125815470312e+14,2.318192822148982125e-12
2.796571436567164062e+14,2.358838080709822360e-12
2.799182614379085000e+14,2.359221962181583569e-12
2.801798672897195938e+14,2.309296189832768159e-12
2.804419625818521875e+14,2.234729546998810875e-12
2.807045486891385938e+14,2.356790878841921738e-12
2.809676269915650938e+14,2.355721358674073948e-12
2.812311988742964375e+14,2.339216212970908144e-12
2.814952657276995625e+14,2.380229906417458831e-12
2.817598289473683750e+14,2.386448921807099779e-12
2.820248899341486250e+14,2.345894258320534499e-12
2.822904500941619375e+14,2.380119199129419570e-12
2.825565108388312500e+14,2.332644213517874070e-12
2.828230735849056250e+14,2.383118857513087017e-12
2.830901397544853125e+14,2.314655856852810684e-12
2.833577107750472500e+14,2.382834185641854924e-12
2.836257880794701875e+14,2.403077465611226258e-12
2.838943731060605625e+14,2.404446951630785542e-12
2.841634672985781875e+14,2.407543293667514726e-12
2.844330721062618750e+14,2.395533103637984121e-12
2.847031889838556250e+14,2.401086803557947355e-12
2.849738193916349375e+14,2.403874718956406233e-12
2.852449647954329375e+14,2.414155532925380751e-12
2.855166266666666250e+14,2.407430726626218895e-12
2.857888064823641250e+14,2.418740777528166364e-12
2.860615057251908750e+14,2.427979669054915748e-12
2.863347258834765625e+14,2.402140284863337428e-12
2.866084684512428125e+14,2.361787994813398464e-12
2.868827349282296250e+14,2.420582751951685544e-12
2.871575268199233750e+14,2.429804044236496218e-12
2.874328456375838750e+14,2.413975161609970032e-12
2.877086928982725000e+14,2.433795075658642133e-12
2.879850701248798750e+14,2.428258380536044651e-12
2.882619788461538750e+14,2.423378909685579255e-12
2.885394205967275625e+14,2.435500974344059133e-12
2.888173969171483750e+14,2.414139063098111273e-12
2.890959093539055000e+14,2.421147679205458844e-12
2.893749594594594375e+14,2.441720324798831943e-12
2.896545487922705000e+14,2.438152285005115204e-12
2.899346789168278750e+14,2.425632913687241368e-12
2.902153514036785625e+14,2.406634544388706029e-12
2.904965678294573750e+14,2.443684086542297194e-12
2.907783297769155625e+14,2.437142274473096809e-12
2.910606388349514375e+14,2.443705555127741641e-12
2.913434965986394375e+14,2.423881529000973304e-12
2.916269046692606875e+14,2.445857321734224613e-12
2.919108646543330000e+14,2.438286601092547019e-12
2.921953781676413125e+14,2.445163111341513593e-12
2.924804468292682500e+14,2.444499308418226317e-12
2.927660722656250000e+14,2.415423052704014209e-12
2.930522561094819375e+14,2.426416535535393231e-12
2.933389999999999375e+14,2.402931079740506210e-12
2.936263055827620000e+14,2.440131338294040870e-12
2.939141745098039375e+14,2.425671375628801950e-12
2.942026084396466875e+14,2.385658046073994664e-12
2.944916090373280625e+14,2.468919105630069767e-12
2.947811779744346250e+14,2.426638277638058366e-12
2.950713169291338125e+14,2.449138898083954426e-12
2.953620275862068750e+14,2.433598373745613237e-12
2.956533116370808125e+14,2.471710923695086137e-12
2.959451707798617500e+14,2.456329758936097743e-12
2.962376067193675625e+14,2.455445303030272086e-12
2.965306211671611875e+14,2.464266850835854457e-12
2.968242158415841250e+14,2.447008570175571744e-12
2.971183924677898750e+14,2.444135059995405452e-12
2.974131527777777500e+14,2.463457964642993657e-12
2.977084985104270000e+14,2.460872678024475367e-12
2.980044314115308125e+14,2.405316983391223020e-12
2.983009532338308125e+14,2.296837112226486031e-12
2.985980657370517500e+14,2.432210798845380518e-12
2.988957706879361875e+14,2.464482044374845878e-12
