# Frequency (Hz), Power (W m^-2 Hz^-1)
1.890242484237074375e+14,2.084021935201585517e-12
1.891435066246056562e+14,2.106282986445243235e-12
1.892629154040404062e+14,2.024870847951751887e-12
1.893824750473783750e+14,2.010361993129260392e-12
1.895021858407079688e+14,1.962492191581417086e-12
1.896220480708412188e+14,2.014790230813612217e-12
1.897420620253164375e+14,1.979516802921039902e-12
1.898622279924002500e+14,1.913223887873790340e-12
1.899825462610899688e+14,1.898259219583169377e-12
1.901030171211160312e+14,1.741557735451770556e-12
1.902236408629441562e+14,1.986739388887495032e-12
1.903444177777777500e+14,1.927456051946444122e-12
1.904653481575603438e+14,1.939058015395437574e-12
1.905864322949777500e+14,1.877665139594672571e-12
1.907076704834605312e+14,1.904788407719050244e-12
1.908290630171865000e+14,1.881125937130813460e-12
1.909506101910828125e+14,1.931928364255247465e-12
1.910723123008285312e+14,2.031209207270985164e-12
1.911941696428571250e+14,2.050025692374156342e-12
1.913161825143586250e+14,2.094016380291995734e-12
1.914383512132822188e+14,2.086436481867733000e-12
1.915606760383386562e+14,2.122088720957750069e-12
1.916831572890025312e+14,2.082660811967458454e-12
1.918057952655150312e+14,2.111941974637667745e-12
1.919285902688860312e+14,2.116239479646950005e-12
1.920515426008968438e+14,2.132956676381765561e-12
1.921746525641025625e+14,2.096049581073851021e-12
1.922979204618345000e+14,2.112253003175950800e-12
1.924213465982028125e+14,2.112701876309376772e-12
1.925449312780989062e+14,2.126810439941087689e-12
1.926686748071979375e+14,2.064962767809188582e-12
1.927925774919614062e+14,2.097475718518576248e-12
1.929166396396396250e+14,2.072385154265622032e-12
1.930408615582743125e+14,2.121125945536628285e-12
1.931652435567010000e+14,2.122332115506389060e-12
1.932897859445519062e+14,2.109808482673703452e-12
1.934144890322580312e+14,2.101719483550184062e-12
1.935393531310522812e+14,2.126380569854096082e-12
1.936643785529715625e+14,2.071839968702615200e-12
1.937895656108597188e+14,2.118418443768855805e-12
1.939149146183699688e+14,2.129074500600012206e-12
1.940404258899676250e+14,2.143599191211141587e-12
1.941660997409326250e+14,2.102735341260653587e-12
1.942919364873622812e+14,2.099694806565147392e-12
1.944179364461738125e+14,2.075242168367024051e-12
1.945440999351070625e+14,2.070650357088036016e-12
1.946704272727272500e+14,2.036004161252115841e-12
1.947969187784275625e+14,2.095143047227692101e-12
1.949235747724317188e+14,2.085162148675534803e-12
1.950503955757970000e+14,2.092774325296735949e-12
1.951773815104166562e+14,2.099574432389490612e-12
1.953045328990227812e+14,2.037502120883908647e-12
1.954318500651890312e+14,2.050389841094668466e-12
1.955593333333333125e+14,2.110116315934806295e-12
1.956869830287206250e+14,2.116837173268715098e-12
1.958147994774657188e+14,2.048476422979259689e-12
1.959427830065359375e+14,1.935624748104904277e-12
1.960709339437540625e+14,2.063403238116150726e-12
1.961992526178010312e+14,2.112261664968236548e-12
1.963277393582187188e+14,1.980852839600121111e-12
1.964563944954128438e+14,2.017796473452310874e-12
1.965852183606557500e+14,1.950222927222538397e-12
1.967142112860892188e+14,2.071854988693545240e-12
1.968433736047275000e+14,2.103876561431042080e-12
1.969727056504599062e+14,1.979415060134701715e-12
1.971022077580539062e+14,2.060928056669124170e-12
1.972318802631578750e+14,1.979688068070078453e-12
1.973617235023041250e+14,1.827078744556009361e-12
1.974917378129117188e+14,1.882321884028183503e-12
1.976219235332893750e+14,1.858732945376497982e-12
1.977522810026385000e+14,1.912169498540220527e-12
1.978828105610560938e+14,1.975566239895201308e-12
1.980135125495376562e+14,1.676755266471713475e-12
1.981443873099801562e+14,1.797783549845006699e-12
1.982754351851851875e+14,1.930460017109570030e-12
1.984066565188616875e+14,1.957989247014345895e-12
1.985380516556291250e+14,1.997913733373506170e-12
1.986696209410205312e+14,1.380030870856664658e-12
1.988013647214854062e+14,1.790623925035499035e-12
1.989332833443928125e+14,1.877109369142302224e-12
1.990653771580345312e+14,1.893305432520253491e-12
1.991976465116279062e+14,1.351267219837798412e-12
1.993300917553191250e+14,1.176006281518930259e-12
1.994627132401862812e+14,1.354233859612305600e-12
1.995955113182423125e+14,1.707321761643517329e-12
1.997284863424383438e+14,1.937569482885390694e-12
1.998616386666666562e+14,1.826688715431260538e-12
1.999949686457638125e+14,1.584557812358308580e-12
2.001284766355140000e+14,1.380044782447462660e-12
2.002621629926519688e+14,1.659345205475449210e-12
2.003960280748662812e+14,1.223175939936421237e-12
2.005300722408026562e+14,1.322932501023758316e-12
2.006642958500669375e+14,1.473716879962336990e-12
2.007986992632283750e+14,1.312406061229198959e-12
2.009332828418230312e+14,1.187016489387468554e-12
2.010680469483568125e+14,1.425388192454127478e-12
2.012029919463087188e+14,1.258409219220584828e-12
2.013381182001343125e+14,1.363955680399404993e-12
2.014734260752687812e+14,6.769188108661495912e-13
2.016089159381304375e+14,4.354740641874320250e-13
2.017445881561238125e+14,8.844791408328224568e-13
2.018804430976430625e+14,8.950584674148143200e-13
2.020164811320754688e+14,9.825188464214133892e-13
2.021527026298044375e+14,1.060350998089485003e-12
2.022891079622131875e+14,4.173486889653509433e-13
2.024256975016880312e+14,8.209580702994204231e-13
2.025624716216216250e+14,4.315371909722958907e-13
2.026994306964164688e+14,8.522332766623504721e-13
2.028365751014885000e+14,4.504974014389648502e-13
2.029739052132701562e+14,4.942109769952918419e-13
2.031114214092140625e+14,4.867910002992805094e-13
2.032491240677965938e+14,1.302940424538632281e-12
2.033870135685210312e+14,6.867872611391712467e-13
2.035250902919212188e+14,4.948090864647437475e-13
2.036633546195652188e+14,3.293334342120107192e-13
2.038018069340584375e+14,1.255463549853545879e-13
2.039404476190475938e+14,3.488449242442250788e-13
2.040792770592239688e+14,6.647090187438937279e-13
2.042182956403269375e+14,5.386114092036299974e-13
2.043575037491479062e+14,2.521697273385043340e-13
2.044969017735334062e+14,4.552052730025650451e-13
2.046364901023890625e+14,6.508351219929622892e-13
2.047762691256830625e+14,1.055946574880145852e-12
2.049162392344497500e+14,3.006158917913805894e-13
2.050564008207934062e+14,9.060480885079506443e-13
2.051967542778918438e+14,6.257479386155873065e-13
2.053373000000000000e+14,5.912956876320083618e-13
2.054780383824537188e+14,1.126141761044569344e-12
2.056189698216735312e+14,9.411599531299750729e-13
2.057600947151681250e+14,8.062497260688261667e-13
2.059014134615384375e+14,6.092529715607456368e-13
2.060429264604810938e+14,4.548328671597202628e-13
2.061846341127922812e+14,9.438305664113806271e-13
2.063265368203716250e+14,5.619914955532338085e-13
2.064686349862259062e+14,4.270020771236345942e-13
2.066109290144727500e+14,7.711102251945245281e-14
2.067534193103448125e+14,1.872450290260471167e-13
2.068961062801932188e+14,6.959673074030436005e-13
2.070389903314916875e+14,7.870880733097029987e-13
2.071820718728403438e+14,2.462976382981589323e-13
2.073253513139695625e+14,1.568714669666573226e-13
2.074688290657439375e+14,3.373380488778006960e-13
2.076125055401661875e+14,4.183105048226397241e-13
2.077563811503811562e+14,3.046911177865588267e-13
2.079004563106795938e+14,2.452296301063051130e-13
2.080447314365024062e+14,2.144342646505137016e-13
2.081892069444444062e+14,2.666213144027793849e-13
2.083338832522585000e+14,3.430935327665915011e-13
2.084787607788595312e+14,8.906851676702288290e-14
2.086238399443284375e+14,2.003373392568802357e-13
2.087691211699164062e+14,2.567436012549722657e-13
2.089146048780487812e+14,1.431946082346074323e-13
2.090602914923291250e+14,1.399495896190957831e-13
2.092061814375435938e+14,2.388491088391557191e-13
2.093522751396648125e+14,1.677477255815421355e-14
2.094985730258560312e+14,3.332784132681550478e-13
2.096450755244755000e+14,4.086628783703424996e-13
2.097917830650804688e+14,2.519239039195575991e-13
2.099386960784313438e+14,3.017360838343706335e-14
2.100858149964961250e+14,3.272608386299031600e-13
2.102331402524544062e+14,1.833565914189876066e-13
2.103806722807017500e+14,1.702977256018895522e-13
2.105284115168539375e+14,1.116792922655846130e-13
2.106763583977511875e+14,6.057108114574384645e-14
2.108245133614627188e+14,3.036777127061682213e-13
2.109728768472906250e+14,6.002442536329583982e-14
2.111214492957746250e+14,5.410181693096498254e-14
2.112702311486962500e+14,1.400460861860641139e-14
2.114192228490832188e+14,8.841237683170801809e-14
2.115684248412138125e+14,7.656022873997718994e-14
2.117178375706214688e+14,2.311490451704425176e-13
2.118674614840989375e+14,1.192415759505197580e-15
2.120172970297029375e+14,2.358186181054628996e-15
2.121673446567586562e+14,1.511117087875506335e-13
2.123176048158640312e+14,1.705831225413949207e-14
2.124680779588943750e+14,1.364326551003494786e-14
2.126187645390070938e+14,3.006231370903933713e-15
2.127696650106458125e+14,3.983840036396113072e-15
2.129207798295454375e+14,1.059567037940627685e-14
2.130721094527363125e+14,1.119738245483146981e-15
2.132236543385490625e+14,1.309637342377705855e-14
2.133754149466191875e+14,2.330632843171792926e-18
2.135273917378917188e+14,4.718084138060605565e-15
2.136795851746257812e+14,1.517249482373569388e-14
2.138319957203994062e+14,1.168180370568228417e-14
2.139846238401141875e+14,6.690583062966848780e-20
2.141374699999999688e+14,2.060274645067956253e-20
2.142905346676197188e+14,5.146758589737438193e-15
2.144438183118740938e+14,8.037509374568722680e-15
2.145973214030064062e+14,3.099022139009248315e-16
2.147510444126074375e+14,3.987307639607131614e-20
2.149049878136200625e+14,4.228199444063399912e-18
2.150591520803443125e+14,4.749186026821262788e-16
2.152135376884422188e+14,7.273954123955978922e-16
2.153681451149425000e+14,1.490771998006701432e-16
2.155229748382458438e+14,2.152109074905413948e-15
2.156780273381295000e+14,3.082930645306627145e-15
2.158333030957523125e+14,3.625644461609505280e-15
2.159888025936599375e+14,2.508618750108783973e-17
2.161445263157894688e+14,1.237711472781613562e-15
2.163004747474747188e+14,1.566118892690756771e-17
2.164566483754512500e+14,1.296018173178993240e-17
2.166130476878612812e+14,3.819635469015034005e-18
2.167696731742588438e+14,2.721280063589858836e-19
2.169265253256150312e+14,1.584677943299027618e-17
2.170836046343229688e+14,1.461769443779669293e-17
2.172409115942028750e+14,5.021059762617511904e-16
2.173984467005075938e+14,3.205405008987918641e-16
2.175562104499274062e+14,6.803344280262048396e-15
2.177142033405954688e+14,7.515766426318838272e-16
2.178724258720930312e+14,1.574800476134726304e-15
2.180308785454545312e+14,1.974485232880675808e-15
2.181895618631731875e+14,1.092577472379242117e-15
2.183484763292061250e+14,2.703322871417932306e-16
2.185076224489795625e+14,1.671646764109056017e-17
2.186670007293945938e+14,1.197595929548034252e-19
2.188266116788321250e+14,1.769639428354131277e-18
2.189864558071585000e+14,3.126264213357896095e-18
2.191465336257309688e+14,8.933496540463338093e-25
2.193068456474030625e+14,3.002007840003767070e-17
2.194673923865300000e+14,7.704886733341371234e-17
2.196281743589743438e+14,5.458864526371774701e-23
2.197891920821114375e+14,8.160819842906122236e-18
2.199504460748349062e+14,1.892518098637425217e-17
2.201119368575624062e+14,1.082177474791577355e-22
2.202736649522409688e+14,2.877163096811462669e-20
2.204356308823529375e+14,1.277477687580786475e-17
2.205978351729212500e+14,4.376441859654789788e-18
2.207602783505154375e+14,2.495958530751297583e-17
2.209229609432571562e+14,4.264615710279143507e-16
2.210858834808259688e+14,2.851339172248288935e-16
2.212490464944649062e+14,2.134141852727996927e-17
2.214124505169866875e+14,1.715398294509463944e-15
2.215760960827790000e+14,5.673809414578401866e-16
2.217399837278106250e+14,8.939151012264627899e-15
2.219041139896372812e+14,2.725024241904044970e-14
2.220684874074074062e+14,9.415473687466814653e-14
2.222331045218680312e+14,9.479835619146897726e-14
2.223979658753709062e+14,2.779790532555692610e-14
2.225630720118782500e+14,3.513796124984571564e-13
2.227284234769687812e+14,3.395632798874480364e-13
2.228940208178438750e+14,6.348642708349920612e-13
2.230598645833333125e+14,4.399545036186334933e-13
2.232259553239016875e+14,7.375413390486296000e-13
2.233922935916542500e+14,1.030203756360008297e-12
2.235588799403430000e+14,9.848805382222125310e-13
2.237257149253731250e+14,9.712535730301796050e-13
2.238927991038088125e+14,1.018665499350220516e-12
2.240601330343796562e+14,1.024191036987328253e-12
2.242277172774869062e+14,9.452053589687036811e-13
2.243955523952095938e+14,1.052031546437368844e-12
2.245636389513108438e+14,1.322375258019333225e-12
2.247319775112443750e+14,9.676801779983403661e-13
2.249005686421605312e+14,1.158444603199457555e-12
2.250694129129129062e+14,8.312667526812833304e-13
2.252385108940645938e+14,8.244052460786056127e-13
2.254078631578947188e+14,1.301159577536804044e-12
2.255774702784048125e+14,1.007277587250043574e-12
2.257473328313252812e+14,1.326839153505322787e-12
2.259174513941220625e+14,1.503288514916543030e-12
2.260878265460030000e+14,1.580963316161876524e-12
2.262584588679245312e+14,1.812063743611588607e-12
2.264293489425981562e+14,1.475331892972437923e-12
2.266004973544973438e+14,1.306999690899495633e-12
2.267719046898638438e+14,1.691938251895583084e-12
2.269435715367145938e+14,1.669646941018109518e-12
2.271154984848484688e+14,1.445100850402314172e-12
2.272876861258529062e+14,1.497404350412311113e-12
2.274601350531107500e+14,1.853287917469892243e-12
2.276328458618071250e+14,1.733896215661302899e-12
2.278058191489361875e+14,1.797351277195905769e-12
2.279790555133079688e+14,1.583163195352966689e-12
2.281525555555555625e+14,1.594751367627800482e-12
2.283263198781416250e+14,1.730280460924737960e-12
2.285003490853658438e+14,1.836567522455818521e-12
2.286746437833714688e+14,1.835259533180117644e-12
2.288492045801526562e+14,1.654778746969011547e-12
2.290240320855614688e+14,2.104582543634237082e-12
2.291991269113149688e+14,1.899061160771429660e-12
2.293744896710022812e+14,1.673077684229134446e-12
2.295501209800918750e+14,2.096710635328924960e-12
2.297260214559386875e+14,2.089524499478903214e-12
2.299021917177913750e+14,1.636308715411380089e-12
2.300786323867996875e+14,1.880039469605335884e-12
2.302553440860215000e+14,2.122677247470982141e-12
2.304323274404304062e+14,1.960711350783881670e-12
2.306095830769230625e+14,1.908485302855751190e-12
2.307871116243263750e+14,2.202288188550761376e-12
2.309649137134052188e+14,2.109486121361999804e-12
2.311429899768696875e+14,1.996649390259177285e-12
2.313213410493826875e+14,2.091000846725771105e-12
2.314999675675675625e+14,2.170509807321437088e-12
2.316788701700154375e+14,2.162020470975290915e-12
2.318580494972930938e+14,2.203126357301490589e-12
2.320375061919504375e+14,2.112858080772666147e-12
2.322172408985282812e+14,2.224002136971704458e-12
2.323972542635658750e+14,2.193803027559819793e-12
2.325775469356090000e+14,2.172224561900086065e-12
2.327581195652174062e+14,2.224081209141024554e-12
2.329389728049727812e+14,2.232397368882442557e-12
2.331201073094867812e+14,2.255022469177660282e-12
2.333015237354085625e+14,2.234938039201773300e-12
2.334832227414330000e+14,2.214467977309823097e-12
2.336652049883086562e+14,2.140189165199078942e-12
2.338474711388455312e+14,1.956873417409320038e-12
2.340300218579234688e+14,2.165050175945387518e-12
2.342128578125000000e+14,2.207195645995871129e-12
2.343959796716184375e+14,2.216789471935281278e-12
2.345793881064162500e+14,2.229123727455479011e-12
2.347630837901331250e+14,2.186200069082458301e-12
2.349470673981190938e+14,2.166701655983621179e-12
2.351313396078431250e+14,2.139447896818004746e-12
2.353159010989010938e+14,2.104096483441221314e-12
2.355007525530243125e+14,2.101335195897424143e-12
2.356858946540880312e+14,2.110987934726497026e-12
2.358713280881195938e+14,2.104868039809059912e-12
2.360570535433070625e+14,1.995301105940430708e-12
2.362430717100078750e+14,1.270702407596924892e-12
2.364293832807570625e+14,1.902568089287957101e-12
2.366159889502762188e+14,1.989740981109004805e-12
2.368028894154818125e+14,1.971738863290550796e-12
2.369900853754940312e+14,2.021469165011483302e-12
2.371775775316455625e+14,1.895539724618422615e-12
2.373653665874900938e+14,2.037908928983130248e-12
2.375534532488113750e+14,2.011680038595234173e-12
2.377418382236320312e+14,2.088266473034488741e-12
2.379305222222222188e+14,2.183666875302113519e-12
2.381195059571087812e+14,2.160797864634740933e-12
2.383087901430842500e+14,2.246104391191856112e-12
2.384983754972155938e+14,2.194099221468740184e-12
2.386882627388534688e+14,2.215130957563983289e-12
2.388784525896414375e+14,2.263721964613265815e-12
2.390689457735247188e+14,2.224867133115136529e-12
2.392597430167597500e+14,2.241587252571911291e-12
2.394508450479233125e+14,2.253853478328664572e-12
2.396422525979216250e+14,2.258293744667853424e-12
2.398339663999999688e+14,2.276783427286887293e-12
2.400259871897517812e+14,2.285942894867622493e-12
2.402183157051281875e+14,2.276984743625538771e-12
2.404109526864474688e+14,2.267475936135791787e-12
2.406038988764045000e+14,2.273524753981636005e-12
2.407971550200802812e+14,2.255399985746139868e-12
2.409907218649517500e+14,2.245429018231006057e-12
2.411846001609010312e+14,2.252797896870374525e-12
2.413787906602254062e+14,2.273203782731586307e-12
2.415732941176470625e+14,2.267027495735066107e-12
2.417681112903225938e+14,2.257272049185440057e-12
2.419632429378530938e+14,2.263003476691865401e-12
2.421586898222940000e+14,2.284913749764845990e-12
2.423544527081649062e+14,2.259021131578967718e-12
2.425505323624595312e+14,2.282683919953717189e-12
2.427469295546558750e+14,2.259353603385179020e-12
2.429436450567260625e+14,2.280280350081389093e-12
2.431406796431467812e+14,2.198794832623841506e-12
2.433380340909090938e+14,2.254263301046752652e-12
2.435357091795288125e+14,2.278001743025837083e-12
2.437337056910569062e+14,2.216822652689948695e-12
2.439320244100895000e+14,2.247479892506168524e-12
2.441306661237784688e+14,2.240604708474688177e-12
2.443296316218418750e+14,2.077059571658737397e-12
2.445289216965742188e+14,2.240933122340256085e-12
2.447285371428571250e+14,2.209498149716628812e-12
2.449284787581699375e+14,2.138277764412605532e-12
2.451287473426001562e+14,2.115427119917740076e-12
2.453293436988543125e+14,2.146637300128477836e-12
2.455302686322686250e+14,2.208618648204952601e-12
2.457315229508196250e+14,2.170795157228405859e-12
2.459331074651353438e+14,2.113458473962010400e-12
2.461350229885057500e+14,2.169522863980787658e-12
2.463372703368939688e+14,2.146941424156841789e-12
2.465398503289473438e+14,2.195302054730143191e-12
2.467427637860082188e+14,2.011567198098092536e-12
2.469460115321251875e+14,2.037360380426915438e-12
2.471495943940642812e+14,2.198961812308167192e-12
2.473535132013201250e+14,1.987975160068903468e-12
2.475577687861271250e+14,1.972319803955842753e-12
2.477623619834710625e+14,2.113035635472858156e-12
2.479672936311000938e+14,1.928219294562773850e-12
2.481725645695364062e+14,2.014156241915865957e-12
2.483781756420878125e+14,1.994543517035375671e-12
2.485841276948590312e+14,2.225469200829595259e-12
2.487904215767634688e+14,2.020390080993965672e-12
2.489970581395348750e+14,1.675223808332096179e-12
2.492040382377389375e+14,2.000510238619812779e-12
2.494113627287853438e+14,2.011740181002151942e-12
2.496190324729392188e+14,2.008009345418556044e-12
2.498270483333333125e+14,2.055293865998457435e-12
2.500354111759799688e+14,1.672080398667000572e-12
2.502441218697829688e+14,1.983197352616522483e-12
2.504531812865496875e+14,2.175888472251027055e-12
2.506625903010033438e+14,1.965225362940918212e-12
2.508723497907949688e+14,2.032581312469175162e-12
2.510824606365158750e+14,2.128093450436302276e-12
2.512929237217099688e+14,2.058968045486988351e-12
2.515037399328859062e+14,2.140875997087291656e-12
2.517149101595297812e+14,2.017435437885499009e-12
2.519264352941176250e+14,2.084241772353059428e-12
2.521383162321278125e+14,1.871411918074337324e-12
2.523505538720538438e+14,1.508311807363746688e-12
2.525631491154170000e+14,2.044137404083728005e-12
2.527761028667790625e+14,2.135658687184185693e-12
2.529894160337552500e+14,1.822446990978005742e-12
2.532030895270270312e+14,1.874316466226778655e-12
2.534171242603550000e+14,1.953778741058256203e-12
2.536315211505921875e+14,1.440173754204317377e-12
2.538462811176968750e+14,2.020221165904046850e-12
2.540614050847457188e+14,1.953124678006410085e-12
2.542768939779474062e+14,2.138157547445706707e-12
2.544927487266553438e+14,1.591895965708383588e-12
2.547089702633814375e+14,2.081280449023171237e-12
2.549255595238095000e+14,2.096520729417416345e-12
2.551425174468085312e+14,1.986805276802526915e-12
2.553598449744463125e+14,1.480051885361305764e-12
2.555775430520034062e+14,1.997487940073529153e-12
2.557956126279863125e+14,1.987119305049362610e-12
2.560140546541417500e+14,1.955371163806929456e-12
2.562328700854700938e+14,1.996826948194940786e-12
2.564520598802395000e+14,1.839205815778060830e-12
2.566716249999999688e+14,1.821043677889989108e-12
2.568915664095972500e+14,1.776451272333208578e-12
2.571118850771869375e+14,1.622665011672842349e-12
2.573325819742489062e+14,1.678691429922496899e-12
2.575536580756013750e+14,1.732394264301338749e-12
2.577751143594152812e+14,2.014196449064772970e-12
2.579969518072289062e+14,1.504852818145278270e-12
2.582191714039620938e+14,1.491248182334193558e-12
2.584417741379310000e+14,1.228530492251409747e-12
2.586647610008628125e+14,1.441128542433179060e-12
2.588881329879101875e+14,1.331604488862758518e-12
2.591118910976663438e+14,1.341361828388625245e-12
2.593360363321799375e+14,1.196269228093790057e-12
2.595605696969696562e+14,1.330632192721806633e-12
2.597854922010398438e+14,6.060393083004110150e-13
2.600108048568950625e+14,1.009365207512992137e-12
2.602365086805555312e+14,1.047632868202441665e-12
2.604626046915725312e+14,8.596398330007356060e-13
2.606890939130434688e+14,5.138381433198029710e-13
2.609159773716274688e+14,9.201125297821870380e-13
2.611432560975609688e+14,1.138490208182622124e-12
2.613709311246730625e+14,2.488880638718402769e-13
2.615990034904013750e+14,6.608362329115032155e-13
2.618274742358078438e+14,6.111856689870431526e-13
2.620563444055944062e+14,4.733482804293895915e-13
2.622856150481189688e+14,1.296807451440289414e-12
2.625152872154115625e+14,9.344713696566708702e-13
2.627453619631901562e+14,8.027744369072822359e-13
2.629758403508771562e+14,1.059777200932787053e-12
2.632067234416154375e+14,1.232615777278826887e-12
2.634380123022846875e+14,8.392510939017686681e-13
2.636697080035180000e+14,1.184651215208356235e-12
2.639018116197183125e+14,5.303305768953000471e-13
2.641343242290748438e+14,6.367807383266462172e-14
2.643672469135802188e+14,1.715280259919014067e-13
2.646005807590467812e+14,6.277731119239830458e-13
2.648343268551236562e+14,9.557064713082276552e-13
2.650684862953138750e+14,1.203286420267450482e-12
2.653030601769911562e+14,2.877910264173490032e-13
2.655380496014171562e+14,4.308292923433051414e-13
2.657734556737588438e+14,4.029713491458148185e-13
2.660092795031055938e+14,6.368598881830443001e-13
2.662455222024866562e+14,2.088960728424996338e-13
2.664821848888888750e+14,5.823372397847313576e-13
2.667192686832739688e+14,4.381471221667626778e-13
2.669567747105965938e+14,5.155278420980158012e-13
2.671947040998217500e+14,3.282041023060026400e-13
2.674330579839428750e+14,7.441530658186206129e-13
2.676718374999999688e+14,5.674650027386613646e-13
2.679110437890974062e+14,4.519671465851218756e-13
2.681506779964221562e+14,8.656712775609587645e-13
2.683907412712622812e+14,3.169825739778951652e-13
2.686312347670250938e+14,7.985991658269135283e-13
2.688721596412555625e+14,9.883431231949139807e-13
2.691135170556552812e+14,1.182908400450821452e-12
2.693553081761006250e+14,1.057773362363905734e-12
2.695975341726618438e+14,1.622231454535124008e-12
2.698401962196219688e+14,1.299898698985949676e-12
2.700832954954954688e+14,1.869814269977399034e-12
2.703268331830477812e+14,1.610167236728817268e-12
2.705708104693140625e+14,1.618239451774333983e-12
2.708152285456187500e+14,1.874845158179396824e-12
2.710600886075949062e+14,1.543976474551604934e-12
2.713053918552036250e+14,1.957639862474458828e-12
2.715511394927535938e+14,1.805584321670961278e-12
2.717973327289210938e+14,1.797404430334268580e-12
2.720439727767695000e+14,1.803139599062228712e-12
2.722910608537692812e+14,1.907263089620487051e-12
2.725385981818181562e+14,1.861178575746559116e-12
2.727865859872611562e+14,1.940305781841916418e-12
2.730350255009107188e+14,1.918599341014776801e-12
2.732839179580674375e+14,2.199949614643074626e-12
2.735332645985401562e+14,1.912497775244232454e-12
2.737830666666666562e+14,1.974281523619917423e-12
2.740333254113345312e+14,2.040820397156222535e-12
2.742840420860017812e+14,1.929378778201285607e-12
2.745352179487179375e+14,2.189606726931069422e-12
2.747868542621448125e+14,2.212358453727344896e-12
2.750389522935779375e+14,2.086796779924330698e-12
2.752915133149678438e+14,2.169997297797265183e-12
2.755445386029411875e+14,2.217463365806220357e-12
2.757980294388224062e+14,2.115881506432026918e-12
2.760519871086555938e+14,2.065214476342830790e-12
2.763064129032258125e+14,2.205408638899114625e-12
2.765613081180811562e+14,2.146941681901818019e-12
2.768166740535549375e+14,2.214499874676633605e-12
2.770725120147874375e+14,2.177999743142304031e-12
2.773288233117483438e+14,2.142792526588511352e-12
2.775856092592592500e+14,2.198979989016268086e-12
2.778428711770157188e+14,2.221744604729182618e-12
2.781006103896103750e+14,2.212434122809053470e-12
2.783588282265552500e+14,2.212161740739988841e-12
2.786175260223047812e+14,2.245361836821126134e-12
2.788767051162790625e+14,2.160741607115413339e-12
2.791363668528864062e+14,2.261608571887422024e-12
2.793965125815470312e+14,2.192342253453220980e-12
2.796571436567164062e+14,2.230730357332738761e-12
2.799182614379085000e+14,2.230779216733998143e-12
2.801798672897195938e+14,2.183613711856621045e-12
2.804419625818521875e+14,2.112826891328934051e-12
2.807045486891385938e+14,2.228077467645967011e-12
2.809676269915650938e+14,2.226793160120126106e-12
2.812311988742964375e+14,2.210984423097128017e-12
2.814952657276995625e+14,2.249628065193020649e-12
2.817598289473683750e+14,2.255261448638578502e-12
2.820248899341486250e+14,2.216837847701959421e-12
2.822904500941619375e+14,2.249048240166202424e-12
2.825565108388312500e+14,2.203960326913895218e-12
2.828230735849056250e+14,2.251491690294624344e-12
2.830901397544853125e+14,2.186643697787754905e-12
2.833577107750472500e+14,2.250956496844226731e-12
2.836257880794701875e+14,2.269958258589680924e-12
2.838943731060605625e+14,2.271058749583354117e-12
2.841634672985781875e+14,2.273702197338133549e-12
2.844330721062618750e+14,2.262205007438846005e-12
2.847031889838556250e+14,2.267308849977807590e-12
2.849738193916349375e+14,2.269833914500945125e-12
2.852449647954329375e+14,2.279337763126782559e-12
2.855166266666666250e+14,2.272795835310840851e-12
2.857888064823641250e+14,2.283297754141633640e-12
2.860615057251908750e+14,2.291878868280268119e-12
2.863347258834765625e+14,2.267359496815627533e-12
2.866084684512428125e+14,2.229089333795048512e-12
2.868827349282296250e+14,2.284349388135708602e-12
2.871575268199233750e+14,2.292886024237474038e-12
2.874328456375838750e+14,2.277827325362534794e-12
2.877086928982725000e+14,2.296387062012081369e-12
2.879850701248798750e+14,2.291005536203316234e-12
2.882619788461538750e+14,2.286137084876230480e-12
2.885394205967275625e+14,2.297442680896263245e-12
2.888173969171483750e+14,2.277173006266888538e-12
2.890959093539055000e+14,2.283656249150870668e-12
2.893749594594594375e+14,2.302847078561263311e-12
2.896545487922705000e+14,2.299296878909475618e-12
2.899346789168278750e+14,2.287295340031536073e-12
2.902153514036785625e+14,2.269169521235921733e-12
2.904965678294573750e+14,2.303891729257578561e-12
2.907783297769155625e+14,2.297549788227161954e-12
2.910606388349514375e+14,2.303463644839258173e-12
2.913434965986394375e+14,2.284688821858220369e-12
2.916269046692606875e+14,2.305313498980684879e-12
2.919108646543330000e+14,2.298016076908779538e-12
2.921953781676413125e+14,2.304322895941565227e-12
2.924804468292682500e+14,2.303407825389657133e-12
2.927660722656250000e+14,2.276180688708319523e-12
2.930522561094819375e+14,2.286154383843772044e-12
2.933389999999999375e+14,2.263918537937336483e-12
2.936263055827620000e+14,2.298678480664113574e-12
2.939141745098039375e+14,2.284877213288667298e-12
2.942026084396466875e+14,2.247183339081866227e-12
2.944916090373280625e+14,2.325150595082682663e-12
2.947811779744346250e+14,2.285187591110113967e-12
2.950713169291338125e+14,2.306141332481420170e-12
2.953620275862068750e+14,2.291294536168751979e-12
2.956533116370808125e+14,2.326977892419162564e-12
2.959451707798617500e+14,2.312395496086830210e-12
2.962376067193675625e+14,2.311624265344260371e-12
2.965306211671611875e+14,2.319570698272869884e-12
2.968242158415841250e+14,2.303449191507012915e-12
2.971183924677898750e+14,2.300486261799154957e-12
2.974131527777777500e+14,2.318466932480336610e-12
2.977084985104270000e+14,2.315763283377863051e-12
2.980044314115308125e+14,2.263365067442757019e-12
2.983009532338308125e+14,2.160928394669621927e-12
